Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
15115,34.0,blue-collar,married,secondary,yes,-745.0,yes,yes,cellular,11,jul,131,2,-1,0,unknown,No
15116,36.0,admin.,divorced,secondary,no,48.0,no,no,cellular,11,jul,147,10,-1,0,unknown,No
15117,50.0,entrepreneur,married,secondary,no,0.0,yes,no,cellular,11,jul,717,2,-1,0,unknown,No
15118,34.0,admin.,married,secondary,no,3814.0,yes,no,cellular,11,jul,286,2,-1,0,unknown,No
15119,35.0,services,single,primary,no,167.0,no,yes,cellular,11,jul,614,2,-1,0,unknown,Yes
15120,38.0,entrepreneur,married,primary,no,-21.0,yes,no,cellular,11,jul,50,2,-1,0,unknown,No
15121,42.0,housemaid,married,primary,no,0.0,no,yes,cellular,11,jul,83,2,-1,0,unknown,No
15122,47.0,technician,married,secondary,no,-226.0,yes,no,cellular,11,jul,289,2,-1,0,unknown,No
15123,41.0,technician,married,tertiary,no,177.0,yes,no,telephone,11,jul,117,2,-1,0,unknown,No
15124,32.0,admin.,married,tertiary,no,0.0,yes,yes,cellular,11,jul,85,2,-1,0,unknown,No
15125,48.0,admin.,divorced,secondary,no,0.0,no,yes,cellular,11,jul,487,3,-1,0,unknown,No
15126,44.0,services,married,secondary,yes,-146.0,yes,no,cellular,11,jul,256,2,-1,0,unknown,No
15127,49.0,blue-collar,married,primary,no,0.0,no,no,cellular,11,jul,103,2,-1,0,unknown,No
15128,46.0,admin.,married,unknown,no,76.0,no,no,cellular,11,jul,181,2,-1,0,unknown,No
15129,56.0,management,married,tertiary,no,-762.0,yes,yes,cellular,11,jul,348,2,-1,0,unknown,No
15130,43.0,technician,married,secondary,no,0.0,yes,no,cellular,11,jul,154,2,-1,0,unknown,No
15131,46.0,technician,single,secondary,no,834.0,yes,no,cellular,11,jul,196,2,-1,0,unknown,No
15132,55.0,retired,married,secondary,no,991.0,no,no,cellular,11,jul,593,2,-1,0,unknown,No
15133,35.0,management,single,tertiary,no,0.0,no,yes,cellular,11,jul,71,3,-1,0,unknown,No
15134,56.0,housemaid,married,primary,no,0.0,yes,yes,cellular,11,jul,118,2,-1,0,unknown,No
15135,44.0,technician,married,tertiary,no,851.0,yes,no,cellular,11,jul,47,2,-1,0,unknown,No
15136,29.0,services,single,secondary,no,0.0,yes,no,cellular,11,jul,314,2,-1,0,unknown,No
15137,58.0,housemaid,divorced,primary,no,0.0,no,no,cellular,11,jul,965,2,-1,0,unknown,No
15138,56.0,entrepreneur,married,tertiary,no,40.0,no,yes,cellular,11,jul,123,2,-1,0,unknown,No
15139,52.0,services,married,secondary,no,5.0,yes,yes,cellular,11,jul,94,2,-1,0,unknown,No
15140,42.0,management,married,tertiary,no,484.0,yes,no,cellular,11,jul,144,2,-1,0,unknown,No
15141,58.0,admin.,married,secondary,no,0.0,yes,no,cellular,11,jul,116,2,-1,0,unknown,No
15142,35.0,admin.,single,secondary,no,141.0,no,no,cellular,11,jul,146,2,-1,0,unknown,No
15143,32.0,self-employed,married,secondary,no,413.0,yes,no,cellular,11,jul,712,2,-1,0,unknown,No
15144,30.0,blue-collar,married,primary,no,35.0,yes,no,cellular,11,jul,366,2,-1,0,unknown,No
15145,50.0,management,married,tertiary,no,383.0,no,yes,cellular,11,jul,502,2,-1,0,unknown,No
15146,38.0,technician,single,tertiary,no,0.0,no,yes,cellular,11,jul,260,2,-1,0,unknown,No
15147,38.0,services,married,secondary,no,0.0,yes,yes,cellular,11,jul,184,2,-1,0,unknown,No
15148,44.0,housemaid,married,primary,no,71.0,yes,no,cellular,11,jul,251,2,-1,0,unknown,No
15149,45.0,management,married,tertiary,no,2220.0,yes,no,cellular,11,jul,128,2,-1,0,unknown,No
15150,60.0,retired,divorced,secondary,no,1099.0,no,no,cellular,11,jul,764,2,-1,0,unknown,Yes
15151,60.0,management,married,tertiary,no,2222.0,yes,no,cellular,11,jul,1120,2,-1,0,unknown,Yes
15152,59.0,blue-collar,single,primary,no,-86.0,no,no,cellular,11,jul,16,2,-1,0,unknown,No
15153,37.0,entrepreneur,married,tertiary,no,986.0,no,no,cellular,11,jul,970,2,-1,0,unknown,No
15154,29.0,management,single,tertiary,no,983.0,yes,no,cellular,11,jul,963,2,-1,0,unknown,Yes
15155,49.0,blue-collar,single,secondary,no,-195.0,yes,no,cellular,11,jul,64,2,-1,0,unknown,No
15156,55.0,management,divorced,secondary,no,204.0,yes,no,cellular,11,jul,1973,2,-1,0,unknown,Yes
15157,39.0,blue-collar,married,primary,no,0.0,yes,no,cellular,11,jul,117,2,-1,0,unknown,No
15158,37.0,management,married,tertiary,no,586.0,yes,no,cellular,11,jul,141,2,-1,0,unknown,No
15159,55.0,services,married,secondary,no,642.0,yes,no,cellular,11,jul,232,2,-1,0,unknown,No
15160,41.0,admin.,married,secondary,no,488.0,no,yes,telephone,11,jul,178,2,-1,0,unknown,No
15161,33.0,management,single,unknown,no,1534.0,yes,no,cellular,11,jul,1041,2,-1,0,unknown,Yes
15162,48.0,blue-collar,divorced,primary,no,0.0,no,no,cellular,11,jul,324,2,-1,0,unknown,No
15163,32.0,management,married,tertiary,no,1660.0,yes,no,cellular,11,jul,1389,2,-1,0,unknown,No
15164,27.0,entrepreneur,married,secondary,no,-36.0,no,yes,cellular,11,jul,120,10,-1,0,unknown,No
15165,59.0,retired,married,secondary,no,1250.0,no,yes,telephone,11,jul,61,2,-1,0,unknown,No
15166,52.0,management,married,tertiary,no,698.0,yes,no,cellular,11,jul,213,2,-1,0,unknown,No
15167,55.0,technician,divorced,tertiary,no,2848.0,yes,yes,cellular,11,jul,121,2,-1,0,unknown,No
15168,42.0,admin.,single,secondary,no,426.0,yes,no,cellular,11,jul,636,2,-1,0,unknown,No
15169,59.0,retired,married,unknown,no,178.0,yes,no,telephone,11,jul,330,2,-1,0,unknown,No
15170,40.0,entrepreneur,divorced,tertiary,no,1225.0,yes,no,cellular,11,jul,919,2,-1,0,unknown,No
15171,31.0,admin.,married,secondary,no,1661.0,yes,no,cellular,11,jul,100,2,-1,0,unknown,No
15172,37.0,services,married,secondary,no,-601.0,yes,no,cellular,11,jul,210,2,-1,0,unknown,No
15173,37.0,management,divorced,secondary,no,1448.0,yes,no,cellular,11,jul,71,2,-1,0,unknown,No
15174,26.0,housemaid,single,secondary,no,93.0,no,no,cellular,11,jul,255,3,-1,0,unknown,No
15175,33.0,housemaid,married,primary,no,212.0,yes,no,cellular,11,jul,260,2,-1,0,unknown,No
15176,34.0,admin.,divorced,secondary,no,25.0,no,no,cellular,11,jul,666,2,-1,0,unknown,No
15177,59.0,retired,married,secondary,no,3812.0,yes,no,telephone,11,jul,498,2,-1,0,unknown,No
15178,37.0,management,married,tertiary,no,466.0,yes,no,cellular,11,jul,92,2,-1,0,unknown,No
15179,47.0,technician,married,secondary,no,338.0,no,yes,cellular,11,jul,344,2,-1,0,unknown,No
15180,55.0,blue-collar,divorced,primary,no,410.0,no,yes,cellular,11,jul,221,2,-1,0,unknown,No
15181,28.0,blue-collar,married,primary,no,565.0,no,no,cellular,11,jul,189,2,-1,0,unknown,No
15182,50.0,technician,single,tertiary,no,1840.0,yes,no,cellular,11,jul,184,2,-1,0,unknown,No
15183,40.0,admin.,single,secondary,no,-186.0,yes,yes,cellular,11,jul,154,2,-1,0,unknown,No
15184,35.0,technician,married,secondary,no,0.0,no,no,cellular,11,jul,271,2,-1,0,unknown,No
15185,54.0,retired,married,primary,no,0.0,yes,no,cellular,11,jul,159,2,-1,0,unknown,No
15186,35.0,services,married,tertiary,no,260.0,yes,no,cellular,11,jul,134,2,-1,0,unknown,No
15187,54.0,housemaid,married,primary,no,311.0,yes,no,telephone,11,jul,470,2,-1,0,unknown,No
15188,44.0,self-employed,married,tertiary,no,430.0,yes,no,cellular,11,jul,221,2,-1,0,unknown,No
15189,40.0,blue-collar,married,secondary,no,178.0,yes,no,cellular,11,jul,595,2,-1,0,unknown,No
15190,46.0,services,married,primary,no,830.0,yes,yes,cellular,11,jul,211,2,-1,0,unknown,No
15191,34.0,blue-collar,married,secondary,no,157.0,yes,no,cellular,11,jul,254,2,-1,0,unknown,No
15192,49.0,technician,married,secondary,no,0.0,yes,no,cellular,11,jul,178,2,-1,0,unknown,No
15193,45.0,services,married,secondary,no,0.0,no,no,cellular,11,jul,106,2,-1,0,unknown,No
15194,31.0,technician,single,tertiary,no,696.0,no,yes,cellular,11,jul,184,2,-1,0,unknown,No
15195,32.0,services,single,secondary,no,0.0,no,yes,cellular,11,jul,333,2,-1,0,unknown,No
15196,37.0,management,married,tertiary,no,3841.0,no,no,cellular,11,jul,69,2,-1,0,unknown,No
15197,37.0,blue-collar,married,secondary,no,1059.0,yes,no,cellular,11,jul,94,2,-1,0,unknown,No
15198,40.0,entrepreneur,married,primary,no,0.0,yes,no,cellular,11,jul,271,2,-1,0,unknown,No
15199,36.0,technician,married,unknown,no,756.0,no,no,cellular,11,jul,396,3,-1,0,unknown,No
15200,45.0,blue-collar,married,unknown,no,458.0,yes,yes,cellular,11,jul,145,2,-1,0,unknown,No
15201,31.0,services,single,primary,yes,-357.0,yes,yes,cellular,11,jul,215,2,-1,0,unknown,No
15202,58.0,management,married,primary,no,2769.0,yes,no,cellular,11,jul,94,2,-1,0,unknown,No
15203,27.0,admin.,single,secondary,no,3638.0,no,no,cellular,11,jul,271,5,-1,0,unknown,No
15204,44.0,admin.,married,secondary,no,1074.0,yes,no,cellular,11,jul,911,2,-1,0,unknown,Yes
15205,35.0,technician,married,secondary,no,483.0,yes,no,cellular,11,jul,165,2,-1,0,unknown,No
15206,50.0,services,married,secondary,no,5.0,no,yes,cellular,11,jul,196,2,-1,0,unknown,No
15207,25.0,admin.,single,secondary,no,184.0,no,yes,telephone,11,jul,437,7,-1,0,unknown,No
15208,36.0,blue-collar,married,primary,no,-608.0,yes,no,cellular,11,jul,135,2,-1,0,unknown,No
15209,39.0,entrepreneur,married,tertiary,no,83.0,yes,no,cellular,11,jul,193,2,-1,0,unknown,No
15210,38.0,blue-collar,married,secondary,no,84.0,no,yes,telephone,11,jul,328,2,-1,0,unknown,No
15211,42.0,housemaid,married,unknown,no,302.0,yes,no,cellular,11,jul,342,2,-1,0,unknown,No
15212,32.0,services,married,unknown,no,23.0,no,no,cellular,11,jul,425,2,-1,0,unknown,No
15213,38.0,management,divorced,tertiary,no,349.0,yes,no,cellular,11,jul,151,2,-1,0,unknown,No
15214,35.0,management,married,tertiary,no,272.0,yes,yes,cellular,11,jul,163,2,-1,0,unknown,No
15215,31.0,services,married,secondary,no,505.0,no,no,cellular,11,jul,773,3,-1,0,unknown,No
15216,30.0,services,married,secondary,no,4.0,yes,no,cellular,11,jul,188,2,-1,0,unknown,No
15217,25.0,management,single,tertiary,no,10.0,no,no,cellular,11,jul,549,2,-1,0,unknown,No
15218,47.0,technician,married,secondary,no,3466.0,yes,no,cellular,11,jul,853,2,-1,0,unknown,Yes
15219,31.0,blue-collar,divorced,secondary,no,916.0,yes,yes,cellular,11,jul,172,2,-1,0,unknown,No
15220,29.0,admin.,married,secondary,no,93.0,yes,yes,cellular,11,jul,161,4,-1,0,unknown,No
15221,44.0,management,married,secondary,yes,0.0,yes,no,cellular,11,jul,96,2,-1,0,unknown,No
15222,35.0,admin.,married,secondary,no,-203.0,yes,no,cellular,11,jul,1649,2,-1,0,unknown,Yes
15223,53.0,admin.,divorced,unknown,no,257.0,no,no,cellular,11,jul,1310,2,-1,0,unknown,Yes
15224,46.0,blue-collar,married,secondary,no,853.0,no,no,cellular,11,jul,1187,3,-1,0,unknown,No
15225,36.0,blue-collar,married,secondary,no,-318.0,yes,no,cellular,14,jul,135,2,-1,0,unknown,No
15226,47.0,blue-collar,married,primary,no,3038.0,yes,no,cellular,14,jul,151,2,-1,0,unknown,No
15227,43.0,technician,divorced,secondary,yes,73.0,yes,no,cellular,14,jul,324,2,-1,0,unknown,No
15228,39.0,management,married,secondary,no,-810.0,no,yes,cellular,14,jul,77,2,-1,0,unknown,No
15229,37.0,management,married,tertiary,no,0.0,yes,no,cellular,14,jul,122,2,-1,0,unknown,No
15230,33.0,technician,married,secondary,no,162.0,yes,yes,cellular,14,jul,122,2,-1,0,unknown,No
15231,45.0,admin.,married,secondary,no,-388.0,yes,no,cellular,14,jul,175,2,-1,0,unknown,No
15232,29.0,services,married,secondary,no,10.0,yes,no,cellular,14,jul,246,2,-1,0,unknown,No
15233,35.0,blue-collar,married,secondary,no,1287.0,yes,no,cellular,14,jul,330,2,-1,0,unknown,No
15234,59.0,technician,married,secondary,no,1139.0,no,no,cellular,14,jul,607,2,-1,0,unknown,No
15235,46.0,management,married,secondary,no,1299.0,yes,no,cellular,14,jul,104,2,-1,0,unknown,No
15236,39.0,admin.,married,secondary,no,186.0,yes,no,cellular,14,jul,114,2,-1,0,unknown,No
15237,58.0,admin.,married,secondary,no,821.0,yes,yes,telephone,14,jul,83,2,-1,0,unknown,No
15238,33.0,blue-collar,married,secondary,yes,-406.0,yes,yes,cellular,14,jul,332,2,-1,0,unknown,No
15239,35.0,technician,married,secondary,no,0.0,no,no,cellular,14,jul,125,2,-1,0,unknown,No
15240,49.0,blue-collar,married,primary,no,2356.0,no,yes,telephone,14,jul,236,2,-1,0,unknown,No
15241,55.0,services,divorced,secondary,no,935.0,no,no,cellular,14,jul,65,2,-1,0,unknown,No
15242,31.0,management,single,tertiary,no,338.0,yes,yes,telephone,14,jul,216,2,-1,0,unknown,No
15243,25.0,services,single,secondary,no,-41.0,no,yes,cellular,14,jul,114,2,-1,0,unknown,No
15244,43.0,blue-collar,married,secondary,no,500.0,yes,no,cellular,14,jul,324,2,-1,0,unknown,No
15245,34.0,management,married,tertiary,no,1906.0,yes,no,cellular,14,jul,68,3,-1,0,unknown,No
15246,25.0,blue-collar,single,secondary,no,-375.0,yes,no,cellular,14,jul,61,2,-1,0,unknown,No
15247,45.0,services,married,primary,no,132.0,no,no,cellular,14,jul,179,2,-1,0,unknown,No
15248,52.0,blue-collar,single,primary,yes,-2.0,no,no,cellular,14,jul,349,2,-1,0,unknown,No
15249,29.0,technician,married,tertiary,no,138.0,yes,yes,cellular,14,jul,113,3,-1,0,unknown,No
15250,32.0,admin.,divorced,secondary,no,187.0,yes,no,cellular,14,jul,90,2,-1,0,unknown,No
15251,47.0,technician,married,secondary,no,568.0,yes,no,telephone,14,jul,256,2,-1,0,unknown,No
15252,48.0,management,married,tertiary,no,58.0,no,yes,cellular,14,jul,102,2,-1,0,unknown,No
15253,45.0,technician,married,secondary,no,-149.0,yes,no,cellular,14,jul,287,2,-1,0,unknown,No
15254,30.0,services,divorced,secondary,no,-94.0,yes,no,cellular,14,jul,41,2,-1,0,unknown,No
15255,38.0,blue-collar,married,secondary,no,2283.0,yes,no,cellular,14,jul,221,3,-1,0,unknown,No
15256,45.0,blue-collar,married,primary,no,660.0,yes,no,cellular,14,jul,329,2,-1,0,unknown,No
15257,31.0,services,married,secondary,no,78.0,yes,yes,cellular,14,jul,97,2,-1,0,unknown,No
15258,60.0,retired,married,secondary,no,2674.0,no,no,cellular,14,jul,96,2,-1,0,unknown,No
15259,35.0,entrepreneur,married,tertiary,no,1859.0,yes,no,cellular,14,jul,227,2,-1,0,unknown,No
15260,36.0,admin.,single,secondary,no,0.0,yes,no,cellular,14,jul,80,2,-1,0,unknown,No
15261,50.0,admin.,married,secondary,no,3258.0,no,yes,cellular,14,jul,56,2,-1,0,unknown,No
15262,49.0,management,married,tertiary,no,176.0,yes,yes,cellular,14,jul,102,2,-1,0,unknown,No
15263,44.0,entrepreneur,married,secondary,no,781.0,no,yes,cellular,14,jul,194,2,-1,0,unknown,No
15264,42.0,technician,married,secondary,no,682.0,yes,no,cellular,14,jul,285,2,-1,0,unknown,No
15265,33.0,services,single,tertiary,no,-104.0,no,yes,cellular,14,jul,231,2,-1,0,unknown,No
15266,41.0,technician,married,secondary,no,201.0,no,yes,cellular,14,jul,53,8,-1,0,unknown,No
15267,55.0,admin.,married,primary,no,343.0,yes,no,cellular,14,jul,276,3,-1,0,unknown,No
15268,37.0,self-employed,married,secondary,no,2575.0,yes,no,cellular,14,jul,505,2,-1,0,unknown,No
15269,48.0,blue-collar,married,unknown,no,279.0,yes,no,telephone,14,jul,211,3,-1,0,unknown,No
15270,55.0,technician,divorced,secondary,no,225.0,no,yes,cellular,14,jul,116,2,-1,0,unknown,No
15271,29.0,blue-collar,single,primary,no,10.0,no,no,cellular,14,jul,135,3,-1,0,unknown,No
15272,59.0,retired,single,secondary,yes,-341.0,no,yes,cellular,14,jul,94,3,-1,0,unknown,No
15273,27.0,admin.,married,secondary,yes,-517.0,yes,no,cellular,14,jul,172,3,-1,0,unknown,No
15274,40.0,services,married,secondary,no,900.0,yes,yes,cellular,14,jul,84,2,-1,0,unknown,No
15275,37.0,blue-collar,married,primary,no,689.0,yes,no,cellular,14,jul,367,2,-1,0,unknown,No
15276,34.0,technician,married,secondary,no,800.0,yes,no,cellular,14,jul,103,3,-1,0,unknown,No
15277,33.0,blue-collar,single,secondary,no,179.0,no,no,cellular,14,jul,244,7,-1,0,unknown,No
15278,28.0,technician,single,secondary,no,36.0,no,no,cellular,14,jul,158,3,-1,0,unknown,No
15279,29.0,blue-collar,married,secondary,no,64.0,yes,yes,cellular,14,jul,611,2,-1,0,unknown,No
15280,51.0,management,married,tertiary,no,248.0,yes,yes,cellular,14,jul,78,3,-1,0,unknown,No
15281,58.0,blue-collar,married,primary,no,226.0,yes,no,cellular,14,jul,306,2,-1,0,unknown,No
15282,55.0,management,divorced,tertiary,no,481.0,yes,no,telephone,14,jul,79,3,-1,0,unknown,No
15283,31.0,technician,married,secondary,no,-160.0,yes,no,cellular,14,jul,126,6,-1,0,unknown,No
15284,44.0,management,single,tertiary,no,0.0,no,yes,cellular,14,jul,289,3,-1,0,unknown,No
15285,40.0,blue-collar,married,secondary,no,992.0,yes,yes,cellular,14,jul,297,3,-1,0,unknown,No
15286,45.0,management,married,tertiary,no,706.0,yes,yes,cellular,14,jul,66,2,-1,0,unknown,No
15287,60.0,blue-collar,married,secondary,no,1130.0,no,no,cellular,14,jul,64,2,-1,0,unknown,No
15288,51.0,blue-collar,married,primary,no,0.0,yes,no,telephone,14,jul,120,3,-1,0,unknown,No
15289,30.0,technician,married,secondary,no,450.0,no,yes,cellular,14,jul,72,4,-1,0,unknown,No
15290,40.0,self-employed,married,secondary,no,1749.0,no,no,cellular,14,jul,767,12,-1,0,unknown,No
15291,31.0,services,married,secondary,no,393.0,no,no,cellular,14,jul,328,2,-1,0,unknown,No
15292,42.0,blue-collar,married,secondary,no,-336.0,yes,no,cellular,14,jul,151,2,-1,0,unknown,No
15293,56.0,retired,married,tertiary,no,142.0,no,yes,cellular,14,jul,329,5,-1,0,unknown,No
15294,35.0,housemaid,married,primary,no,1266.0,yes,no,cellular,14,jul,84,2,-1,0,unknown,No
15295,34.0,management,married,tertiary,no,0.0,no,yes,cellular,14,jul,105,3,-1,0,unknown,No
15296,53.0,management,married,unknown,no,876.0,yes,no,telephone,14,jul,214,3,-1,0,unknown,No
15297,25.0,technician,married,secondary,no,-559.0,yes,no,cellular,14,jul,189,3,-1,0,unknown,No
15298,35.0,entrepreneur,married,secondary,no,2436.0,no,yes,cellular,14,jul,1397,3,-1,0,unknown,Yes
15299,29.0,management,married,tertiary,no,581.0,yes,yes,cellular,14,jul,192,2,-1,0,unknown,No
15300,32.0,blue-collar,married,secondary,no,-230.0,yes,no,cellular,14,jul,331,2,-1,0,unknown,No
15301,31.0,services,married,secondary,no,6.0,yes,no,cellular,14,jul,155,2,-1,0,unknown,No
15302,41.0,blue-collar,married,primary,no,1821.0,no,yes,cellular,14,jul,137,3,-1,0,unknown,No
15303,51.0,housemaid,married,primary,no,30.0,yes,no,cellular,14,jul,333,2,-1,0,unknown,No
15304,46.0,entrepreneur,married,tertiary,no,2262.0,no,no,telephone,14,jul,44,14,-1,0,unknown,No
15305,44.0,blue-collar,married,secondary,no,476.0,no,no,cellular,14,jul,173,6,-1,0,unknown,No
15306,30.0,self-employed,single,secondary,no,635.0,no,yes,cellular,14,jul,209,2,-1,0,unknown,No
15307,53.0,services,married,secondary,no,-391.0,no,no,cellular,14,jul,122,3,-1,0,unknown,No
15308,32.0,management,married,tertiary,no,184.0,yes,no,cellular,14,jul,238,3,-1,0,unknown,No
15309,39.0,technician,single,secondary,no,287.0,yes,no,cellular,14,jul,84,3,-1,0,unknown,No
15310,60.0,retired,married,tertiary,no,0.0,no,no,telephone,14,jul,363,3,-1,0,unknown,No
15311,28.0,services,married,secondary,no,7.0,yes,yes,cellular,14,jul,226,4,-1,0,unknown,No
15312,55.0,blue-collar,married,secondary,no,34.0,yes,yes,cellular,14,jul,97,3,-1,0,unknown,No
15313,43.0,services,married,secondary,no,-416.0,yes,yes,cellular,14,jul,80,3,-1,0,unknown,No
15314,46.0,admin.,single,unknown,no,2273.0,no,no,cellular,14,jul,187,3,-1,0,unknown,No
15315,28.0,management,single,secondary,no,62.0,no,no,cellular,14,jul,467,3,-1,0,unknown,No
15316,48.0,blue-collar,married,secondary,no,101.0,no,no,cellular,14,jul,549,3,-1,0,unknown,No
15317,33.0,technician,single,secondary,no,390.0,yes,no,cellular,14,jul,254,2,-1,0,unknown,No
15318,32.0,management,married,tertiary,no,8300.0,no,yes,cellular,14,jul,460,3,-1,0,unknown,No
15319,46.0,management,married,tertiary,no,0.0,yes,no,cellular,14,jul,247,2,-1,0,unknown,No
15320,43.0,management,married,tertiary,no,0.0,no,no,cellular,14,jul,1153,3,-1,0,unknown,Yes
15321,32.0,management,married,tertiary,no,210.0,no,no,cellular,14,jul,121,3,-1,0,unknown,No
15322,46.0,blue-collar,married,secondary,no,922.0,no,yes,cellular,14,jul,151,2,-1,0,unknown,No
15323,49.0,entrepreneur,married,secondary,no,1916.0,no,yes,telephone,14,jul,281,3,-1,0,unknown,No
15324,27.0,housemaid,married,primary,yes,-238.0,no,no,cellular,14,jul,132,4,-1,0,unknown,No
15325,33.0,entrepreneur,single,tertiary,no,75.0,yes,no,cellular,14,jul,126,3,-1,0,unknown,No
15326,34.0,management,single,tertiary,no,344.0,no,no,cellular,14,jul,56,3,-1,0,unknown,No
15327,35.0,technician,married,secondary,no,1140.0,yes,no,cellular,14,jul,69,2,-1,0,unknown,No
15328,45.0,blue-collar,single,secondary,no,91.0,no,yes,cellular,14,jul,55,2,-1,0,unknown,No
15329,48.0,retired,married,secondary,no,67.0,no,no,telephone,14,jul,251,2,-1,0,unknown,No
15330,48.0,management,married,tertiary,no,308.0,yes,no,cellular,14,jul,125,5,-1,0,unknown,No
15331,35.0,blue-collar,single,primary,no,-230.0,yes,no,cellular,14,jul,183,3,-1,0,unknown,No
15332,36.0,management,married,tertiary,no,0.0,yes,yes,cellular,14,jul,119,2,-1,0,unknown,No
15333,59.0,retired,married,secondary,no,2291.0,no,yes,cellular,14,jul,127,3,-1,0,unknown,No
15334,43.0,blue-collar,single,tertiary,no,1344.0,yes,no,cellular,14,jul,74,2,-1,0,unknown,No
15335,36.0,management,married,tertiary,no,327.0,yes,no,cellular,14,jul,74,6,-1,0,unknown,No
15336,34.0,services,single,secondary,no,313.0,yes,no,cellular,14,jul,634,3,-1,0,unknown,No
15337,52.0,technician,married,tertiary,no,1416.0,yes,no,cellular,14,jul,297,3,-1,0,unknown,No
15338,60.0,management,divorced,primary,no,21.0,no,yes,telephone,14,jul,113,3,-1,0,unknown,No
15339,32.0,technician,single,tertiary,no,47.0,yes,no,cellular,14,jul,213,3,-1,0,unknown,No
15340,44.0,blue-collar,divorced,secondary,no,272.0,yes,no,cellular,14,jul,51,2,-1,0,unknown,No
15341,36.0,entrepreneur,married,tertiary,no,733.0,no,yes,telephone,14,jul,124,12,-1,0,unknown,No
15342,50.0,management,married,tertiary,no,1622.0,yes,yes,cellular,14,jul,58,11,-1,0,unknown,No
15343,54.0,management,married,secondary,no,1987.0,no,no,cellular,14,jul,219,3,-1,0,unknown,No
15344,32.0,admin.,married,secondary,no,-169.0,no,no,telephone,14,jul,310,3,-1,0,unknown,No
15345,37.0,blue-collar,married,secondary,no,223.0,yes,no,cellular,14,jul,144,2,-1,0,unknown,No
15346,37.0,housemaid,married,primary,no,577.0,no,no,cellular,14,jul,76,2,-1,0,unknown,No
15347,32.0,technician,married,secondary,no,396.0,yes,no,cellular,14,jul,41,2,-1,0,unknown,No
15348,32.0,blue-collar,married,secondary,no,596.0,yes,no,cellular,14,jul,397,3,-1,0,unknown,No
15349,28.0,technician,married,secondary,no,2919.0,yes,no,cellular,14,jul,101,3,-1,0,unknown,No
15350,33.0,blue-collar,married,secondary,no,0.0,yes,no,telephone,14,jul,305,3,-1,0,unknown,No
15351,47.0,admin.,single,secondary,no,-331.0,yes,no,cellular,14,jul,227,4,-1,0,unknown,No
15352,50.0,blue-collar,married,primary,no,1580.0,yes,no,cellular,14,jul,111,3,-1,0,unknown,No
15353,53.0,retired,divorced,primary,no,-24.0,no,yes,cellular,14,jul,319,3,-1,0,unknown,No
15354,38.0,technician,married,secondary,no,976.0,yes,no,cellular,14,jul,766,3,-1,0,unknown,Yes
15355,54.0,services,married,secondary,no,171.0,no,yes,cellular,14,jul,673,8,-1,0,unknown,No
15356,32.0,technician,married,tertiary,no,240.0,yes,yes,cellular,14,jul,86,3,-1,0,unknown,No
15357,37.0,entrepreneur,married,tertiary,no,41.0,no,no,cellular,14,jul,388,3,-1,0,unknown,No
15358,32.0,blue-collar,married,secondary,no,2353.0,yes,yes,cellular,14,jul,334,3,-1,0,unknown,No
15359,54.0,admin.,divorced,unknown,no,0.0,no,no,cellular,14,jul,191,3,-1,0,unknown,No
15360,47.0,admin.,married,secondary,no,104.0,yes,yes,cellular,14,jul,77,2,-1,0,unknown,No
15361,42.0,services,divorced,unknown,no,-291.0,yes,no,cellular,14,jul,129,2,-1,0,unknown,No
15362,49.0,services,married,secondary,no,280.0,yes,no,telephone,14,jul,162,3,-1,0,unknown,No
15363,45.0,technician,divorced,secondary,no,-14.0,no,no,cellular,14,jul,292,3,-1,0,unknown,No
15364,44.0,blue-collar,married,primary,no,3113.0,no,no,cellular,14,jul,331,2,-1,0,unknown,No
15365,34.0,entrepreneur,married,tertiary,no,146.0,yes,no,cellular,14,jul,788,2,-1,0,unknown,Yes
15366,34.0,management,married,tertiary,no,-123.0,yes,no,cellular,14,jul,64,3,-1,0,unknown,No
15367,49.0,services,married,primary,no,784.0,yes,no,cellular,14,jul,171,4,-1,0,unknown,No
15368,42.0,services,married,secondary,no,-369.0,no,no,cellular,14,jul,72,3,-1,0,unknown,No
15369,43.0,housemaid,married,primary,no,1491.0,no,no,telephone,14,jul,105,3,-1,0,unknown,No
15370,40.0,blue-collar,single,primary,no,45.0,yes,yes,cellular,14,jul,106,4,-1,0,unknown,No
15371,41.0,management,married,tertiary,no,783.0,yes,no,cellular,14,jul,126,3,-1,0,unknown,No
15372,47.0,management,divorced,tertiary,no,0.0,no,no,cellular,14,jul,122,2,-1,0,unknown,No
15373,43.0,blue-collar,divorced,primary,no,-76.0,yes,no,cellular,14,jul,124,3,-1,0,unknown,No
15374,35.0,services,single,secondary,no,417.0,yes,no,cellular,14,jul,201,3,-1,0,unknown,No
15375,34.0,blue-collar,married,secondary,no,855.0,no,yes,cellular,14,jul,616,3,-1,0,unknown,No
15376,50.0,management,married,tertiary,no,6739.0,yes,no,cellular,14,jul,68,3,-1,0,unknown,No
15377,52.0,self-employed,married,secondary,no,248.0,no,yes,cellular,14,jul,245,3,-1,0,unknown,No
15378,32.0,management,married,tertiary,no,2.0,yes,no,cellular,14,jul,79,3,-1,0,unknown,No
15379,50.0,technician,married,secondary,no,85.0,no,no,cellular,14,jul,130,3,-1,0,unknown,No
